,A,B,C,A,B,C
386,QOU89978.1 ,B.1.578,1273,USA: CA,USA,2020/3/17
387,QOU92042.1 ,B.1.119,1273,USA: MI,USA,2020/3/17
388,QOF15989.1 ,B.39,1273,USA: CA,USA,2020/3/17
389,QNV49878.1 ,B.1.205,1273,Peru,Peru,2020/3/17
390,QJD23609.1 ,B.1,1273,USA: NY,USA,2020/3/17
391,QIZ16509.1 ,B.4,1273,Turkey,Turkey,2020/3/17
392,UKQ04060.1 ,B.1,1273,Norway: Bergen,Norway,2020/3/18
393,QPV41936.1 ,B.31,1273,Chile,Chile,2020/3/18
394,QOU89966.1 ,A.1,1273,USA: CA,USA,2020/3/18
395,QOF10625.1 ,B.51,1273,USA: WI,USA,2020/3/18
396,QOF10697.1 ,B.1,1273,USA: AZ,USA,2020/3/18
397,QOF12329.1 ,A.1,1273,USA: WA,USA,2020/3/18
398,QOF12353.1 ,A.1,1273,USA: WA,USA,2020/3/18
399,QOF12377.1 ,A.1,1273,USA: WA,USA,2020/3/18
400,QOF13301.1 ,B.1,1273,USA: TX,USA,2020/3/18
401,QOF16085.1 ,B.1.350,1273,USA: CA,USA,2020/3/18
402,QOF20357.1 ,B.1.1,1273,USA: CA,USA,2020/3/18
403,QNH88907.1 ,B.1.1,1273,Venezuela,Venezuela,2020/3/18
404,QND76598.1 ,B.1,1273,USA: Maine,USA,2020/3/18
405,QKW89191.1 ,B.1.37,1273,USA: Maryland,USA,2020/3/18
406,QKN61229.1 ,B,1259,Taiwan,Taiwan,2020/3/18
407,QKG90986.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/18
408,QJD23273.1 ,B.1,1273,USA: NY,USA,2020/3/18
409,UOM02527.1 ,B.1,1273,USA,USA,2020/3/19
410,UOM04770.1 ,B.1,1273,USA,USA,2020/3/19
411,UXB95925.1 ,A.1,1273,USA: IA,USA,2020/3/19
412,QRN56658.1 ,A.1,1273,USA: Washington,USA,2020/3/19
413,QRN64626.1 ,A.1,1273,USA: Washington,USA,2020/3/19
414,QOF11213.1 ,B.1,1273,USA: LA,USA,2020/3/19
415,QOF11357.1 ,B.1,1273,USA: MI,USA,2020/3/19
416,QOF11981.1 ,B.1,1273,USA: MI,USA,2020/3/19
417,QOF17549.1 ,B.1,1273,USA: ID,USA,2020/3/19
418,QOF18437.1 ,B.1,1273,USA: WI,USA,2020/3/19
419,QJR87129.1 ,B.6,1273,Australia: Victoria,Australia,2020/3/19
420,UOM07146.1 ,B.1.1,1273,USA,USA,2020/3/20
421,UGA71520.1 ,B.1,1273,USA: Michigan,USA,2020/3/20
422,QOF12077.1 ,B.1,1273,USA: MI,USA,2020/3/20
423,QOE78764.1 ,B.1,1273,USA,USA,2020/3/20
424,QND76742.1 ,B.1,1273,USA: Maine,USA,2020/3/20
425,QND77102.1 ,B.1,1273,USA: Maine,USA,2020/3/20
426,QMI91418.1 ,B.1.320,1273,"USA: San Diego, California",USA,2020/3/20
427,QMI94525.1 ,B.28,1273,"USA: San Diego, California",USA,2020/3/20
428,QLR12393.1 ,B.1,1273,Lebanon,Lebanon,2020/3/20
429,QJR87477.1 ,B.40,1273,Australia: Victoria,Australia,2020/3/20
430,QZP39963.1 ,B.1.195,1273,"India: Madhya Pradesh, Jabalpur",India,2020/3/21
431,QOL78130.1 ,B.1.1,1273,Italy: Siena,Italy,2020/3/21
432,QOF09473.1 ,B.1,1273,USA: CA,USA,2020/3/21
433,QMT96268.1 ,B.1.110.3,1273,USA: FL,USA,2020/3/21
434,QLL35438.1 ,B.1,1273,USA: FL,USA,2020/3/21
435,QKM76366.1 ,B.4,1273,Germany: Dusseldorf,Germany,2020/3/21
436,QJR87789.1 ,B.1,1273,Australia: Victoria,Australia,2020/3/21
437,QJR87897.1 ,B.1,1273,Australia: Victoria,Australia,2020/3/21
438,QJR87909.1 ,B.1,1273,Australia: Victoria,Australia,2020/3/21
439,QJD25193.1 ,B.1.319,1273,USA: NY,USA,2020/3/21
440,QIZ13765.1 ,B.1,1273,USA: Washington,USA,2020/3/21
441,UPC16036.1 ,B.1.356,1273,France,France,2020/3/22
442,UPC16048.1 ,B.1,1273,France,France,2020/3/22
443,QJW70147.1 ,B,1273,Georgia,Georgia,2020/3/22
444,QWP79555.1 ,B.1,1273,USA,USA,2020/3/22
445,QWC77491.1 ,A.2.2,1273,New Zealand,New Zealand,2020/3/22
446,QPV16019.1 ,B.1,1273,Chile,Chile,2020/3/22
447,QOS49673.1 ,B.4,1273,Hong Kong,Hong Kong,2020/3/22
448,QOU91622.1 ,B.1,1273,USA: CA,USA,2020/3/22
449,QOF08429.1 ,B,1273,USA: MI,USA,2020/3/22
450,QOF09917.1 ,B.1,1273,USA: MI,USA,2020/3/22
451,QKV37332.1 ,B.1,1273,Australia: Victoria,Australia,2020/3/22
452,QKV37344.1 ,B.31,1273,Australia: Victoria,Australia,2020/3/22
453,QJR88113.1 ,B.6,1273,Australia: Victoria,Australia,2020/3/22
454,QJR88221.1 ,B.1,1273,Australia: Victoria,Australia,2020/3/22
455,QIZ13789.1 ,B.1.371,1273,USA: Washington,USA,2020/3/22
456,UPE99826.1 ,B.1,1271,France,France,2020/3/23
457,UPC16780.1 ,B.1,1273,France,France,2020/3/23
458,UPD08015.1 ,B.1.1,1264,France,France,2020/3/23
459,UPD27516.1 ,B.1.1,1273,France,France,2020/3/23
460,UBW91503.1 ,B.1,1273,USA: TN,USA,2020/3/23
461,QWC80140.1 ,B.1,1273,New Zealand,New Zealand,2020/3/23
462,QPN53404.1 ,B.1,1273,Ecuador,Ecuador,2020/3/23
463,QOF08477.1 ,B.1,1273,USA: MI,USA,2020/3/23
464,QOF08813.1 ,B.40,1273,USA: MI,USA,2020/3/23
465,QOF09077.1 ,B.1,1273,USA: MI,USA,2020/3/23
466,QOF09869.1 ,B.1,1273,USA: MI,USA,2020/3/23
467,QNJ45758.1 ,A,1273,USA: Minnesota,USA,2020/3/23
468,QNJ45998.1 ,B.1.320,1273,USA: Minnesota,USA,2020/3/23
469,QND76766.1 ,B.1,1273,USA: Maine,USA,2020/3/23
470,QMU91747.1 ,B.1,1273,USA: FL,USA,2020/3/23
471,QLC91196.1 ,B.40,1273,"USA: Wisconsin, Dane County",USA,2020/3/23
472,QJX45031.1 ,B,1273,USA: CA,USA,2020/3/23
473,QJX45091.1 ,B.1.1,1273,USA: CA,USA,2020/3/23
474,QJI53955.1 ,B.1,1273,Puerto Rico,USA,2020/3/23
475,QIZ13299.1 ,A.1,1273,USA: Washington,USA,2020/3/23
476,UOM03785.1 ,B.1,1273,USA,USA,2020/3/24
477,UPD08027.1 ,B.1.1.482,1268,France,France,2020/3/24
478,UPD19621.1 ,B.1.1,1273,France,France,2020/3/24
479,UGA74598.1 ,B.1,1273,USA: Michigan,USA,2020/3/24
480,QZJ49409.1 ,B.1,1273,"USA: Arizona, Pinal Co.",USA,2020/3/24
481,QWC76999.1 ,B.1,1273,New Zealand,New Zealand,2020/3/24
482,QWC80522.1 ,B.1.1,1273,New Zealand,New Zealand,2020/3/24
483,QWC80570.1 ,B.40,1273,New Zealand,New Zealand,2020/3/24
484,QRN58518.1 ,A.1,1273,USA: Washington,USA,2020/3/24
485,QRN59814.1 ,B.1.371,1273,USA: Washington,USA,2020/3/24
486,QKV37632.1 ,B.1.434,1273,Australia: Victoria,Australia,2020/3/24
487,QJU70329.1 ,B.1,1273,USA: AK,USA,2020/3/24
488,QIS61254.1 ,A.1,1273,USA: WA,USA,2020/3/24
489,UXB96885.1 ,B.1,1273,USA: IA,USA,2020/3/25
490,UXB97005.1 ,B.1,1273,USA: IA,USA,2020/3/25
491,UPD19681.1 ,B.1,1273,France,France,2020/3/25
492,UPD19741.1 ,B.1,1273,France,France,2020/3/25
493,UPD19825.1 ,B.1,1273,France,France,2020/3/25
494,QWC81012.1 ,B.1,1273,New Zealand,New Zealand,2020/3/25
495,QPV20590.1 ,B.1,1273,Chile,Chile,2020/3/25
496,QPZ56566.1 ,B.1.1.406,1273,Spain,Spain,2020/3/25
497,QMX87013.1 ,B.1,1273,USA: FL,USA,2020/3/25
498,QMI95496.1 ,B.1.166,1273,"USA: San Diego, California",USA,2020/3/25
499,QLC93524.1 ,B,1273,"USA: Wisconsin, Milwaukee county",USA,2020/3/25
500,UPD08063.1 ,B.1.1,1259,France,France,2020/3/26
501,UPD08349.1 ,B.1.1,1273,France,France,2020/3/26
502,QWC77371.1 ,B.1.439,1273,New Zealand,New Zealand,2020/3/26
503,QWC83292.1 ,B.1.545,1273,New Zealand,New Zealand,2020/3/26
504,QPO15805.1 ,B.1.350,1273,USA: Minnesota,USA,2020/3/26
505,QOW18413.1 ,B.1.9,1273,Turkey,Turkey,2020/3/26
506,QNG41589.1 ,B.1,1273,USA: Minnesota,USA,2020/3/26
507,QMI98666.1 ,B.1.166,1273,"USA: San Diego, California",USA,2020/3/26
508,QKG89558.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/26
509,QKG91034.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/26
510,QJS53506.1 ,B.1.1,1273,Greece: Athens,Greece,2020/3/26
511,UTH50760.1 ,B.1.1,1273,USA: MD,USA,2020/3/27
512,UXB97629.1 ,B.1,1273,USA: IA,USA,2020/3/27
513,UPD08075.1 ,B.1,1266,France,France,2020/3/27
514,UPD08099.1 ,B.1,1268,France,France,2020/3/27
515,UPD20281.1 ,B.1,1273,France,France,2020/3/27
516,UPD27888.1 ,B.1,1273,France,France,2020/3/27
517,UGP13626.1 ,B.1,1273,USA: Michigan,USA,2020/3/27
518,QRN60006.1 ,B.1,1273,USA: Washington,USA,2020/3/27
519,QKX45573.1 ,B.1,1273,Benin,Benin,2020/3/27
520,QMU25947.1 ,B.1,1273,Belize,Belize,2020/3/27
521,QLA09870.1 ,B.1.9,1273,Turkey,Turkey,2020/3/27
522,QKV06079.1 ,B.1.320,1273,"USA: Washington,Skagit County",USA,2020/3/27
523,QKV06271.1 ,A.1,1273,"USA: Washington,Adams County",USA,2020/3/27
524,QKV06379.1 ,B.1.320,1273,"USA: Washington,Skagit County",USA,2020/3/27
525,QKG88946.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/27
526,QKG90614.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/27
527,QJU11517.1 ,A.1,1269,USA: CA,USA,2020/3/27
528,QJC20391.1 ,B.1.320,1273,USA: WA,USA,2020/3/27
529,QJA17276.1 ,B.1,1273,USA: ID,USA,2020/3/27
530,UPD20581.1 ,B.1,1273,France,France,2020/3/28
531,UHM88642.1 ,B.40,1273,France,France,2020/3/28
532,QWC77981.1 ,B.1.369,1273,New Zealand,New Zealand,2020/3/28
533,QWC79193.1 ,B.40,1273,New Zealand,New Zealand,2020/3/28
534,QRN64866.1 ,A.1,1273,USA: Washington,USA,2020/3/28
535,QPO15829.1 ,B.1,1273,USA: Minnesota,USA,2020/3/28
536,QPF48212.1 ,B.1,1273,Poland,Poland,2020/3/28
537,QNA40950.1 ,B.1,1273,USA: Massachusetts,USA,2020/3/28
538,QMJ01317.1 ,A.5,1273,Jordan: Amman,Jordan,2020/3/28
539,QLJ53548.1 ,B,1273,Poland,Poland,2020/3/28
540,QJS53410.1 ,B.1.1,1273,Greece: Athens,Greece,2020/3/28
541,UPC16672.1 ,B.1,1273,France,France,2020/3/29
542,UOQ27500.1 ,B.1,1273,Switzerland,Switzerland,2020/3/29
543,UHA69407.1 ,B.1,1273,USA,USA,2020/3/29
544,QXF51860.1 ,B.1.1,1273,USA: DC,USA,2020/3/29
545,QJS53398.1 ,B.40,1273,Greece: Athens,Greece,2020/3/29
546,QJS54106.1 ,B.1,1273,Greece: Athens,Greece,2020/3/29
547,UPD08111.1 ,B.1,1260,France,France,2020/3/30
548,UJP71536.1 ,B.1,1273,USA,USA,2020/3/30
549,UHA68942.1 ,B.1,1273,USA,USA,2020/3/30
550,UHA69090.1 ,B.1,1273,USA,USA,2020/3/30
551,UGP16095.1 ,B.1,1273,USA: Michigan,USA,2020/3/30
552,QRN58698.1 ,A.1,1273,USA: Washington,USA,2020/3/30
553,QQX17830.1 ,B.1,1273,USA,USA,2020/3/30
554,QMI91874.1 ,B.1.552,1273,"USA: San Diego, California",USA,2020/3/30
555,QMI91910.1 ,B.1,1273,"USA: San Diego, California",USA,2020/3/30
556,QMI91946.1 ,B.1.552,1273,"USA: San Diego, California",USA,2020/3/30
557,QKV06475.1 ,B.1.371,1273,"USA: Washington,Snohomish County",USA,2020/3/30
558,QJX45344.1 ,B.1.9,1273,Tunisia,Tunisia,2020/3/30
559,WKO73859.1 ,B.1.330,1273,USA,USA,2020/3/31
560,UPD08123.1 ,B.1.1,1273,France,France,2020/3/31
561,QVI04546.1 ,B.1.320,1273,USA,USA,2020/3/31
562,QMI97312.1 ,B.1,1273,"USA: San Diego, California",USA,2020/3/31
563,QMJ19849.1 ,B.1,1273,"USA: New Orleans, Louisiana",USA,2020/3/31
564,QMJ20434.1 ,B.1,1273,"USA: New Orleans, Louisiana",USA,2020/3/31
565,QMJ20554.1 ,B.1,1273,"USA: New Orleans, Louisiana",USA,2020/3/31
566,QLI51781.1 ,B,1273,"USA: Wisconsin, Fond du Lac county",USA,2020/3/31
567,QLC46205.1 ,B.1.1,1273,USA: FL,USA,2020/3/31
568,QLB39236.1 ,A.1,1273,USA: Washington,USA,2020/3/31
569,QJX70300.1 ,B.1,1273,USA,USA,2020/3/31
570,USL48852.1 ,B,1273,Denmark,Denmark,Apr-20
571,QOL23241.1 ,B.1.1,1273,Guam,USA,Apr-20
572,QNN86445.1 ,A.3,1273,USA: Virginia,USA,Apr-20
573,QNN86884.1 ,B.1.503,1273,USA: Virginia,USA,Apr-20
574,QNI24852.1 ,B.1,1273,USA: Virginia,USA,Apr-20
575,QNI25368.1 ,B.1,1273,USA: Virginia,USA,Apr-20
576,QNI23413.1 ,B.1,1273,USA: Virginia,USA,Apr-20
577,QLL36145.1 ,B.1.442,1273,USA: Virginia,USA,Apr-20
578,QLL36193.1 ,B.1,1273,USA: Virginia,USA,Apr-20
579,QLL36265.1 ,B.1.1,1273,USA: Virginia,USA,Apr-20
580,BCG67531.1 ,B.1.1.283,1273,Japan,Japan,Apr-20
581,BCG44664.1 ,B.1.1,1273,Japan,Japan,Apr-20
582,QKI30376.1 ,B.1,1273,USA,USA,Apr-20
583,QKG64075.1 ,B.1,1273,USA,USA,Apr-20
584,QKG81475.1 ,B.1.332,1273,USA: Virginia,USA,Apr-20
585,QKG81559.1 ,B.1.494,1273,USA: Virginia,USA,Apr-20
586,QKG81727.1 ,B.1,1273,USA: Virginia,USA,Apr-20
587,QKG27877.1 ,B.1,1273,USA,USA,Apr-20
588,QKE44665.1 ,B.1,1273,USA,USA,Apr-20
589,QJW28196.1 ,B.1.1,1273,USA: VA,USA,Apr-20
590,QZJ50302.1 ,B.1.289,1273,"USA: Arizona, Navajo Co.",USA,2020/4/1
591,QXE65124.1 ,B.1,1273,"USA: Kentucky, Jefferson County",USA,2020/4/1
592,QWM87761.1 ,A.4,1273,"USA: Wisconsin, Milwaukee",USA,2020/4/1
593,QWM87915.1 ,B.1,1273,"USA: Wisconsin, Milwaukee",USA,2020/4/1
594,QWM87987.1 ,B,1273,"USA: Wisconsin, Milwaukee",USA,2020/4/1
595,QQK39043.1 ,B.1.1,1273,Tunisia,Tunisia,2020/4/1
596,QNV49494.1 ,B.1,1273,Peru,Peru,2020/4/1
597,QNV49530.1 ,B.1,1273,Peru,Peru,2020/4/1
598,QMI91082.1 ,B.1,1273,"USA: Cruise_Ship_1, California",USA,2020/4/1
599,QMI91274.1 ,B.1,1273,"USA: San Diego, California",USA,2020/4/1
600,QLG00003.1 ,B.40,1273,USA: MD,USA,2020/4/1
601,QLC48016.1 ,B.1,1273,USA: MD,USA,2020/4/1
602,UPF00941.1 ,B.1,1273,France,France,2020/4/2
603,UPD23371.1 ,B.1,1273,France,France,2020/4/2
604,UCL05658.1 ,B.1.1,1273,Mexico,Mexico,2020/4/2
605,QRN63738.1 ,A.1,1273,USA: Washington,USA,2020/4/2
606,QLL27824.1 ,B.1,1273,USA: Wyoming,USA,2020/4/2
607,QKV06175.1 ,A.1,1273,"USA: Washington,Pierce County",USA,2020/4/2
608,QJS57267.1 ,B.1,1273,USA: CT,USA,2020/4/2
609,UPD15525.1 ,B.1,1273,France,France,2020/4/3
610,UPD15537.1 ,B.1,1273,France,France,2020/4/3
611,UPD15609.1 ,B.1.1,1273,France,France,2020/4/3
612,UOQ26684.1 ,B.1.1,1273,Switzerland,Switzerland,2020/4/3
613,QZC54762.1 ,B.1,1273,"USA: CA, Santa Clara County",USA,2020/4/3
614,BCX24214.1 ,B.1.1.285,1273,Japan:Kanto,Japan,2020/4/3
615,QRJ69791.1 ,B.1,1272,USA: Ohio,USA,2020/4/3
616,QNA39462.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/3
617,QNA39486.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/3
618,QNA40350.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/3
619,QNA40794.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/3
620,QMJ20135.1 ,B.1.595,1273,"USA: New Orleans, Louisiana",USA,2020/4/3
621,QMJ20278.1 ,B.1.595,1273,"USA: New Orleans, Louisiana",USA,2020/4/3
622,QLB39021.1 ,B.1,1273,USA,USA,2020/4/3
623,QKE11662.1 ,B.1,1273,USA: FL,USA,2020/4/3
624,UPD08207.1 ,B.1,1271,France,France,2020/4/4
625,UPD11017.1 ,B.1,1268,France,France,2020/4/4
626,UPD11041.1 ,B.1,1268,France,France,2020/4/4
627,UPD15681.1 ,B.1,1273,France,France,2020/4/4
628,QRN65298.1 ,B.1,1273,USA: Washington,USA,2020/4/4
629,QRA19052.1 ,B.1,1273,Serbia: Vranje,Serbia,2020/4/4
630,QLC48407.1 ,B.33,1273,USA,USA,2020/4/4
631,QLC48419.1 ,B.33,1273,USA,USA,2020/4/4
632,QLC48455.1 ,B.1,1273,USA,USA,2020/4/4
633,QKU28894.1 ,A.1,1273,"USA: Washington,King County",USA,2020/4/4
634,QKV06859.1 ,A.1,1273,"USA: Washington,Yakima County",USA,2020/4/4
635,QKG87470.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/4
636,QKG90530.1 ,B.1.268,1273,USA: Massachusetts,USA,2020/4/4
637,QJR84585.1 ,B.19,1273,USA: CA,USA,2020/4/4
638,UOM04110.1 ,B.1,1273,USA,USA,2020/4/5
639,UPF01217.1 ,B.1,1273,France,France,2020/4/5
640,UPD08219.1 ,B.1,1266,France,France,2020/4/5
641,UPD23490.1 ,B.1,1273,France,France,2020/4/5
642,QZJ50625.1 ,B.1.319,1273,"USA: Arizona, Maricopa Co.",USA,2020/4/5
643,QKV08239.1 ,B.1,1273,"USA: Washington,King County",USA,2020/4/5
644,QJS57135.1 ,B.1,1273,USA: WA,USA,2020/4/5
645,QJS57147.1 ,A.1,1273,USA: WA,USA,2020/4/5
646,UPF01361.1 ,B.1,1273,France,France,2020/4/6
647,UPD08373.1 ,B.1,1268,France,France,2020/4/6
648,UPD08385.1 ,B.1,1273,France,France,2020/4/6
649,UPD08397.1 ,B.1,1268,France,France,2020/4/6
650,UFG27835.1 ,B.1,1273,"USA: Louisiana, Jefferson",USA,2020/4/6
651,QYA65916.1 ,B.1.609,1273,Mexico,Mexico,2020/4/6
652,QXN17587.1 ,B.1,1273,Germany: Bavaria,Germany,2020/4/6
653,QQP42573.1 ,B.1,1273,"USA: CA, Santa Clara County",USA,2020/4/6
654,QKN20847.1 ,B.1.595,1273,USA,USA,2020/4/6
655,QKN20943.1 ,B.1.595,1273,USA,USA,2020/4/6
656,QKE51026.1 ,B.1,1273,"USA: METAIRIE, LA",USA,2020/4/6
657,QJQ04352.1 ,B.1.110.1,1273,USA: Wisconsin,USA,2020/4/6
658,UPE68759.1 ,B.1,1273,France,France,2020/4/7
659,UPB96020.1 ,B.1,1272,France,France,2020/4/7
660,UPD16137.1 ,B.1.1,1273,France,France,2020/4/7
661,UDB00498.1 ,B.1,1273,"Mexico: Baja California,Tijuana",Mexico,2020/4/7
662,QPF48116.1 ,B.40,1273,Poland,Poland,2020/4/7
663,QPF48560.1 ,B.40,1273,Poland,Poland,2020/4/7
664,QKE49877.1 ,B.1.268,1273,USA,USA,2020/4/7
665,QJZ28203.1 ,B.1,1273,Poland,Poland,2020/4/7
666,QJU70569.1 ,B.1.552,1273,USA: FL,USA,2020/4/7
667,QJF76438.1 ,B.1,1273,USA: CT,USA,2020/4/7
668,WFH84190.1 ,B.1.595,1273,USA: Nebraska,USA,2020/4/8
669,UPD08243.1 ,B.1,1268,France,France,2020/4/8
670,UPD08409.1 ,B.1,1268,France,France,2020/4/8
671,QOE75686.1 ,B.40,1273,USA: Minnesota,USA,2020/4/8
672,QOE75782.1 ,B.1,1273,USA: Minnesota,USA,2020/4/8
673,QOD06937.1 ,B.1,1273,USA: FL,USA,2020/4/8
674,QMJ20686.1 ,B.1,1273,"USA: New Orleans, Louisiana",USA,2020/4/8
675,QKG86966.1 ,B.1.390,1273,USA: Massachusetts,USA,2020/4/8
676,QKG89366.1 ,B.1.369,1273,USA: Massachusetts,USA,2020/4/8
677,UPD37630.1 ,B.1,1273,France,France,2020/4/9
678,UGP19554.1 ,B.1,1273,USA: Michigan,USA,2020/4/9
679,QSF12752.1 ,B.1.505,1273,Israel,Israel,2020/4/9
680,QQP43617.1 ,B.1,1273,"USA: CA, Santa Clara County",USA,2020/4/9
681,QOI53592.1 ,B.6,1273,"Malaysia: Pahang, Kuantan",Malaysia,2020/4/9
682,QNA41646.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/9
683,UPF01577.1 ,B.1,1273,France,France,2020/4/10
684,UPD24282.1 ,B.1,1273,France,France,2020/4/10
685,QZJ51506.1 ,B.1,1273,USA: Arizona,USA,2020/4/10
686,QRN58986.1 ,B.1,1273,USA: Washington,USA,2020/4/10
687,QRN64986.1 ,B.1,1273,USA: Washington,USA,2020/4/10
688,QOW85753.1 ,B.1,1273,USA: FL,USA,2020/4/10
689,QOW85777.1 ,B.1,1273,USA: FL,USA,2020/4/10
690,QNA37375.1 ,B.1.479,1273,USA: Massachusetts,USA,2020/4/10
691,QMX85049.1 ,A.12,1273,Sierra Leone,Sierra Leone,2020/4/10
692,QKV38208.1 ,B.29,1273,Australia: Victoria,Australia,2020/4/10
693,UOM07158.1 ,B.1,1273,USA,USA,2020/4/11
694,QXI73959.1 ,B.1,1273,"USA: AZ, Maricopa",USA,2020/4/11
695,QNH88660.1 ,B.1.222,1273,United Kingdom: Scotland,United Kingdom,2020/4/11
696,QSF13004.1 ,B.1,1272,Israel,Israel,2020/4/11
697,QNA38791.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/11
698,QNA39762.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/11
699,QLH57714.1 ,B.1.332,1273,USA: FL,USA,2020/4/11
700,QJY40517.1 ,B.1.36.8,1273,India: Ahmedabad,India,2020/4/11
701,QJY40565.1 ,B.1,1273,India: Ahmedabad,India,2020/4/11
702,UPC44980.1 ,B.1.273,1273,France,France,2020/4/12
703,QOL21587.1 ,B.1.1.70,1273,Serbia,Serbia,2020/4/12
704,QNA37447.1 ,B.1,1273,USA: Massachusetts,USA,2020/4/12
705,QKU28906.1 ,A.1,1273,"USA: Washington,King County",USA,2020/4/12
706,WKO66234.1 ,B.1,1273,USA,USA,2020/4/13
707,UPD38215.1 ,B.1,1273,France,France,2020/4/13
708,UDB00558.1 ,B.1,1273,"Mexico: Sonora,San Luis Rio Colorado",Mexico,2020/4/13
709,UDB00846.1 ,B.1.320,1272,"Mexico: Baja California,Mexicali",Mexico,2020/4/13
710,UDB00941.1 ,B.1,1273,"Mexico: Baja California,Tijuana",Mexico,2020/4/13
711,UBG26584.1 ,B.1,1273,USA: Pennsylvania,USA,2020/4/13
712,BCX26057.1 ,B.1,1273,Japan:Kanto,Japan,2020/4/13
713,QLH57881.1 ,B.1,1273,USA: FL,USA,2020/4/13
714,UPE69058.1 ,B.1,1273,France,France,2020/4/14
715,QRN62466.1 ,B.1,1273,USA: Washington,USA,2020/4/14
716,QNA41562.1 ,B.1.369,1273,USA: Massachusetts,USA,2020/4/14
717,UOQ27032.1 ,B.1,1273,Switzerland,Switzerland,2020/4/15
718,UDB01108.1 ,B.1,1273,"Mexico: Baja California,Tijuana",Mexico,2020/4/15
719,QXE73326.1 ,B.1.1.113,1273,"USA: AZ, Pinal",USA,2020/4/15
720,QQH16722.1 ,B.1.1.1,1273,Pakistan: KPK,Pakistan,2020/4/15
721,QPN97713.1 ,B.1.1,1273,USA,USA,2020/4/15
722,QOL84169.1 ,B.40,1273,USA: Minnesota,USA,2020/4/15
723,QNG39480.1 ,B.1,1273,Italy,Italy,2020/4/15
724,QKV35819.1 ,A.1,1273,"USA: Washington,Yakima County",USA,2020/4/15
725,WFH80753.1 ,B.1.337,1273,USA: Nebraska,USA,2020/4/16
726,QPG85490.1 ,B.1.595,1273,USA: FL,USA,2020/4/16
727,QMI92366.1 ,B.1,1273,"USA: San Diego, California",USA,2020/4/16
728,QKV35279.1 ,B.1,1273,"USA: Washington,Snohomish County",USA,2020/4/16
729,QKU33257.1 ,A.1,1273,USA: CA,USA,2020/4/16
730,UDB03139.1 ,B.1,1273,"Mexico: Baja California,Tijuana",Mexico,2020/4/17
731,QLJ53608.1 ,B.1.91,1273,Poland,Poland,2020/4/17
732,QJX70519.1 ,B.1,1273,"USA: Mount Horeb, Wisconsin",USA,2020/4/17
733,QPG85705.1 ,B.1.509,1273,USA: FL,USA,2020/4/18
734,QOS45825.1 ,B.1.515,1273,USA: Utah,USA,2020/4/18
735,QMU25935.1 ,B.1.264,1273,USA,USA,2020/4/18
736,UPD25047.1 ,B.1,1273,France,France,2020/4/19
737,QSF12932.1 ,B.1.504,1273,Israel,Israel,2020/4/19
738,QKU31901.1 ,B.1.166,1273,USA: CA,USA,2020/4/19
739,WAQ37579.1 ,B.1.8,1270,Nigeria,Nigeria,2020/4/20
740,UDB03367.1 ,B.1,1273,"Mexico: Baja California,Tijuana",Mexico,2020/4/20
741,QZJ54141.1 ,B.1,1273,USA: Arizona,USA,2020/4/20
742,QZJ54260.1 ,B.1.1.480,1273,USA: Arizona,USA,2020/4/20
743,QWM88119.1 ,B.1,1273,"USA: New York, New York City",USA,2020/4/20
744,QNQ32115.1 ,A.1,1266,"USA: Washington, King county",USA,2020/4/20
745,QLJ57659.1 ,B.1,1273,France,France,2020/4/20
746,QMI91130.1 ,B.1,1273,"USA: San Diego, California",USA,2020/4/20
747,QMI98007.1 ,B.1.243,1273,"USA: Imperial, California",USA,2020/4/20
748,QLB38609.1 ,B.1.1,1273,Italy,Italy,2020/4/20
749,UPC86557.1 ,B.1.1.88,1273,France,France,2020/4/21
750,QQK94012.1 ,B.1.1.28,1273,Brazil,Brazil,2020/4/21
751,QSF13244.1 ,B.1.1,1273,Israel,Israel,2020/4/21
752,QQJ95380.1 ,B.1.1,1273,USA,USA,2020/4/21
753,QNC69770.1 ,B.1.1.1,1273,Serbia: Uzice,Serbia,2020/4/21
754,QNC53881.1 ,B.1.1,1273,USA,USA,2020/4/21
755,QMI90736.1 ,B.1,1273,"USA: San Diego, California",USA,2020/4/21
756,QMI98151.1 ,B.1.243,1273,"USA: Imperial, California",USA,2020/4/21
757,QLC47069.1 ,A,1273,USA: FL,USA,2020/4/21
758,WFH78190.1 ,B.1.1.113,1273,USA: Nebraska,USA,2020/4/22
759,UPD38742.1 ,B.1,1273,France,France,2020/4/22
760,UBG26620.1 ,B.1,1273,USA: Pennsylvania,USA,2020/4/22
761,QPF48068.1 ,B.1,1271,Poland,Poland,2020/4/22
